"Date","Time","Location","Odometer","Eng Hours","Event Type/Status","Origin","Sequence #","VIN","Power Unit"
"08/08/2023","17:58:18","4mi SW TN Jellico","1,172,843","35,171","Intermediate log","ELD","1440","1XKYD49X8GJ491411","12"
"08/08/2023","18:07:22","4mi S KY Pleasant View","1,172,852","35,171.1","On-duty, not driving (Inactive - Changed)","ELD","1441","1XKYD49X8GJ491411","12"
"08/08/2023","18:07:22","4mi S KY Pleasant View","1,172,852","35,171.1","Off-duty","Driver","144D","1XKYD49X8GJ491411","12"
"08/08/2023","18:13:38","4mi S KY Pleasant View","1,172,852","35,171.2","Driving","ELD","1442","1XKYD49X8GJ491411","12"
"08/08/2023","19:13:40","3mi N KY Mount Vernon","1,172,914","35,172.2","Intermediate log","ELD","1443","1XKYD49X8GJ491411","12"
"08/08/2023","20:13:41","6mi SW KY Lexington-Fayette","1,172,966","35,173.2","Intermediate log","ELD","1444","1XKYD49X8GJ491411","12"
"08/08/2023","20:23:14","2mi N KY Nicholasville","1,172,971","35,173.4","On-duty, not driving (Inactive - Changed)","ELD","1445","1XKYD49X8GJ491411","12"
"08/08/2023","20:23:14","2mi N KY Nicholasville","1,172,971","35,173.4","Off-duty","Driver","144C","1XKYD49X8GJ491411","12"
"08/08/2023","20:35:06","2mi N KY Nicholasville","1,172,971","35,173.6","Driving","ELD","1446","1XKYD49X8GJ491411","12"
"08/08/2023","20:35:30","2mi N KY Nicholasville","1,172,971","35,173.6","On-duty, not driving (Inactive - Changed)","ELD","1447","1XKYD49X8GJ491411","12"
"08/08/2023","20:35:30","2mi N KY Nicholasville","1,172,971","35,173.6","Off-duty","Driver","144B","1XKYD49X8GJ491411","12"
"08/08/2023","20:55:01","2mi N KY Nicholasville","1,172,971","35,173.9","Off-duty (Inactive - Changed)","Driver","1448","1XKYD49X8GJ491411","12"
"08/08/2023","20:56:20","","1,172,971","35,173.6","Diagnostic logged","ELD","0A16","1XKYD49X8GJ491411","12"
"08/08/2023","20:58:08","","1,172,971","35,173.6","Diagnostic cleared","ELD","0A17","1XKYD49X8GJ491411","12"
"08/08/2023","21:04:03","2mi N KY Nicholasville","1,172,971","35,174.1","Shut-down","ELD","1449","1XKYD49X8GJ491411","12"
"08/08/2023","21:16:02","","","","Fourth certification","ELD","144A","1XKYD49X8GJ491411","12"
"08/08/2023","21:17:55","2mi N KY Nicholasville","Missing power-up event","Missing power-up event","Sleeper Berth","Driver","144E","1XKYD49X8GJ491411","12"
"08/08/2023","21:18:17","","","","Fifth certification","ELD","144F","1XKYD49X8GJ491411","12"
"08/09/2023","00:49:02","","1,172,971","35,174.1","Diagnostic logged","ELD","04C0","1XKYD49X8GJ491411","12"
"08/09/2023","00:49:02","2mi N KY Nicholasville","1,172,971","35,174.1","Power-up","ELD","1450","1XKYD49X8GJ491411","12"
"08/09/2023","00:55:31","","1,172,971","35,174.1","Diagnostic cleared","ELD","04C1","1XKYD49X8GJ491411","12"
"08/09/2023","00:55:32","","","","First certification","ELD","1451","1XKYD49X8GJ491411","12"
"08/09/2023","01:01:30","2mi N KY Nicholasville","1,172,971","35,174.3","Off-duty","Driver","1452","1XKYD49X8GJ491411","12"
"08/09/2023","01:02:16","2mi WNW KY Nicholasville","1,172,971","35,174.3","PC","Driver","1453","1XKYD49X8GJ491411","12"
"08/09/2023","01:02:16","2mi N KY Nicholasville","1,172,971","35,174.3","Off-duty","ELD","1454","1XKYD49X8GJ491411","12"
"08/09/2023","02:02:16","7mi E KY Shelbyville","1,173,015","35,175.3","Intermediate log","ELD","1455","1XKYD49X8GJ491411","12"
"08/09/2023","02:02:45","7mi E KY Shelbyville","1,173,016","35,175.3","PC/YM Cleared","Driver","1456","1XKYD49X8GJ491411","12"
"08/09/2023","02:02:45","9mi ESE KY Shelbyville","1,173,016","35,175.3","Off-duty","ELD","1457","1XKYD49X8GJ491411","12"
"08/09/2023","02:11:38","","1,173,016","35,175.3","Diagnostic logged","ELD","0A18","1XKYD49X8GJ491411","12"
"08/09/2023","02:13:48","","","","Second certification","ELD","1458","1XKYD49X8GJ491411","12"
"08/09/2023","02:17:09","","1,173,016","35,175.3","Diagnostic cleared","ELD","0A19","1XKYD49X8GJ491411","12"
"08/09/2023","02:18:40","7mi E KY Shelbyville","1,173,016","35,175.6","PC","Driver","1459","1XKYD49X8GJ491411","12"
"08/09/2023","02:18:40","9mi ESE KY Shelbyville","1,173,016","35,175.6","Off-duty","ELD","145A","1XKYD49X8GJ491411","12"
"08/09/2023","03:18:43","1mi NE KY Shively","1,173,064","35,176.6","Intermediate log","ELD","145B","1XKYD49X8GJ491411","12"
"08/09/2023","03:27:29","1mi E IN New Albany","1,173,067","35,176.7","PC/YM Cleared","Driver","145C","1XKYD49X8GJ491411","12"
"08/09/2023","03:27:29","2mi SSE IN New Albany","1,173,067","35,176.7","Off-duty (Inactive - Changed)","ELD","145D","1XKYD49X8GJ491411","12"
"08/09/2023","03:27:29","2mi SSE IN New Albany","1,173,067","35,176.7","Off-duty","Driver","145E","1XKYD49X8GJ491411","12"
"08/09/2023","03:39:14","2mi SSE IN New Albany","1,173,068","35,176.9","Shut-down","ELD","145F","1XKYD49X8GJ491411","12"
"08/09/2023","06:23:02","2mi SSE IN New Albany","1,173,068","35,176.9","Power-up","ELD","1460","1XKYD49X8GJ491411","12"
"08/09/2023","06:29:37","","1,173,068","35,176.9","Diagnostic logged","ELD","0A1A","1XKYD49X8GJ491411","12"
"08/09/2023","06:32:45","","1,173,068","35,176.9","Diagnostic cleared","ELD","0A1B","1XKYD49X8GJ491411","12"
"08/09/2023","06:37:50","","1,173,068","35,176.9","Diagnostic logged","ELD","0A1C","1XKYD49X8GJ491411","12"
"08/09/2023","06:38:14","","1,173,068","35,176.9","Diagnostic cleared","ELD","0A1D","1XKYD49X8GJ491411","12"
"08/09/2023","06:45:12","","1,173,068","35,176.9","Diagnostic logged","ELD","0A1E","1XKYD49X8GJ491411","12"
"08/09/2023","06:45:45","","1,173,068","35,176.9","Diagnostic cleared","ELD","0A1F","1XKYD49X8GJ491411","12"
"08/09/2023","07:02:05","2mi SSE IN New Albany","1,173,068","35,177.6","Shut-down","ELD","1461","1XKYD49X8GJ491411","12"
"08/09/2023","07:32:07","","","","Third certification","ELD","1462","1XKYD49X8GJ491411","12"
"08/09/2023","08:00:25","2mi SSE IN New Albany","Missing power-up event","Missing power-up event","On-duty, not driving","Driver","1463","1XKYD49X8GJ491411","12"
"08/09/2023","08:01:11","2mi SSE IN New Albany","1,173,068","35,177.6","Power-up","ELD","1464","1XKYD49X8GJ491411","12"
"08/09/2023","08:10:24","2mi SSE IN New Albany","1,173,068","35,177.8","Driving","ELD","1465","1XKYD49X8GJ491411","12"
"08/09/2023","08:55:53","","1,173,068","35,177.7","Diagnostic logged","ELD","0A20","1XKYD49X8GJ491411","12"
"08/09/2023","08:56:02","","1,173,068","35,177.7","Diagnostic logged","ELD","0A21","1XKYD49X8GJ491411","12"
"08/09/2023","08:56:26","","1,173,068","35,177.7","Diagnostic cleared","ELD","0A22","1XKYD49X8GJ491411","12"
"08/09/2023","09:00:56","3mi N IN Leavenworth","1,173,103","35,178.6","On-duty, not driving","ELD","1467","1XKYD49X8GJ491411","12"
"08/09/2023","09:04:25","","1,173,104","35,178.6","Diagnostic cleared","ELD","0A23","1XKYD49X8GJ491411","12"
"08/09/2023","09:04:25","3mi N IN Leavenworth","1,173,104","35,178.6","Shut-down","ELD","1466","1XKYD49X8GJ491411","12"
"08/09/2023","09:20:58","","1,173,104","35,178.6","Diagnostic logged","ELD","04C2","1XKYD49X8GJ491411","12"
"08/09/2023","09:20:58","3mi N IN Leavenworth","1,173,104","35,178.6","Power-up","ELD","1469","1XKYD49X8GJ491411","12"
"08/09/2023","09:24:31","3mi N IN Leavenworth","1,173,104","35,178.7","Driving","ELD","146A","1XKYD49X8GJ491411","12"
"08/09/2023","09:29:13","","","","Fourth certification","ELD","1468","1XKYD49X8GJ491411","12"
"08/09/2023","09:29:17","","1,173,104","35,178.7","Diagnostic cleared","ELD","04C3","1XKYD49X8GJ491411","12"
"08/09/2023","09:34:10","3mi N IN Leavenworth","1,173,104","35,178.8","On-duty, not driving","ELD","146B","1XKYD49X8GJ491411","12"
"08/09/2023","09:37:33","","1,173,104","35,178.7","Diagnostic logged","ELD","0A24","1XKYD49X8GJ491411","12"
"08/09/2023","09:41:00","","1,173,104","35,178.7","Diagnostic cleared","ELD","0A25","1XKYD49X8GJ491411","12"
"08/09/2023","09:41:26","","1,173,104","35,178.7","Diagnostic logged","ELD","0A26","1XKYD49X8GJ491411","12"
"08/09/2023","09:41:39","","1,173,104","35,178.7","Diagnostic logged","ELD","0A27","1XKYD49X8GJ491411","12"
"08/09/2023","09:42:34","","1,173,104","35,178.7","Diagnostic cleared","ELD","0A28","1XKYD49X8GJ491411","12"
"08/09/2023","09:43:50","","1,173,104","35,178.7","Diagnostic cleared","ELD","0A29","1XKYD49X8GJ491411","12"
"08/09/2023","09:44:37","","1,173,104","35,178.7","Diagnostic logged","ELD","0A2A","1XKYD49X8GJ491411","12"
"08/09/2023","09:45:55","","1,173,104","35,178.7","Diagnostic cleared","ELD","0A2B","1XKYD49X8GJ491411","12"
"08/09/2023","09:47:20","3mi N IN Leavenworth","1,173,104","35,179","Driving","ELD","146C","1XKYD49X8GJ491411","12"
"08/09/2023","10:47:23","1mi ENE IN Elberfeld","1,173,165","35,180","Intermediate log","ELD","146D","1XKYD49X8GJ491411","12"
"08/09/2023","11:47:22","3mi N IL Belle Prairie City","1,173,230","35,181","Intermediate log","ELD","146E","1XKYD49X8GJ491411","12"
"08/09/2023","12:47:23","1mi W IL Damiansville","1,173,295","35,182","Intermediate log","ELD","146F","1XKYD49X8GJ491411","12"
"08/09/2023","12:59:17","2mi W IL New Baden","1,173,302","35,182.2","Off-duty","Driver","1470","1XKYD49X8GJ491411","12"
"08/09/2023","13:02:15","","","","Fifth certification","ELD","1471","1XKYD49X8GJ491411","12"
"08/09/2023","13:11:13","2mi W IL New Baden","1,173,303","35,182.5","Shut-down","ELD","1472","1XKYD49X8GJ491411","12"
"08/09/2023","13:50:57","2mi W IL New Baden","1,173,303","35,182.5","Power-up","ELD","1473","1XKYD49X8GJ491411","12"
"08/09/2023","13:56:08","2mi W IL New Baden","1,173,303","35,182.6","Driving","ELD","1474","1XKYD49X8GJ491411","12"
"08/09/2023","14:56:08","2mi NE MO St. Peters","1,173,356","35,183.6","Intermediate log","ELD","1475","1XKYD49X8GJ491411","12"
"08/09/2023","15:48:56","MO New Florence","1,173,407","35,184.5","On-duty, not driving","ELD","1476","1XKYD49X8GJ491411","12"
"08/09/2023","15:58:27","","1,173,407","35,184.4","Diagnostic logged","ELD","0A2C","1XKYD49X8GJ491411","12"
"08/09/2023","15:58:35","","1,173,407","35,184.4","Diagnostic logged","ELD","0A2D","1XKYD49X8GJ491411","12"
"08/09/2023","16:03:16","","1,173,407","35,184.4","Diagnostic cleared","ELD","0A2E","1XKYD49X8GJ491411","12"
"08/09/2023","16:04:25","MO New Florence","1,173,407","35,184.7","Driving","ELD","1477","1XKYD49X8GJ491411","12"
"08/09/2023","17:04:28","4mi N MO Huntsdale","1,173,465","35,185.7","Intermediate log","ELD","1478","1XKYD49X8GJ491411","12"
"08/09/2023","18:04:28","2mi WSW MO Aullville","1,173,533","35,186.7","Intermediate log","ELD","1479","1XKYD49X8GJ491411","12"
"08/09/2023","18:24:09","1mi N MO Bates City","1,173,553","35,187.1","On-duty, not driving","Driver","147A","1XKYD49X8GJ491411","12"
"08/09/2023","18:24:09","1mi N MO Bates City","1,173,553","35,187.1","On-duty, not driving (Inactive - Changed)","ELD","147A","1XKYD49X8GJ491411","12"
"08/09/2023","18:34:10","","","","Sixth certification","ELD","147B","1XKYD49X8GJ491411","12"
"08/09/2023","18:39:47","","1,173,553","35,187","Diagnostic cleared","ELD","0A2F","1XKYD49X8GJ491411","12"
"08/09/2023","18:42:40","1mi N MO Bates City","1,173,554","35,187.3","Shut-down","ELD","147C","1XKYD49X8GJ491411","12"
"08/09/2023","18:43:03","1mi N MO Bates City","Missing power-up event","Missing power-up event","Sleeper Berth","Driver","147D","1XKYD49X8GJ491411","12"
"08/09/2023","23:41:49","","","","Seventh certification","ELD","147E","1XKYD49X8GJ491411","12"
"08/10/2023","03:20:58","","","","First certification","ELD","147F","1XKYD49X8GJ491411","12"
"08/10/2023","04:43:17","1mi N MO Bates City","1,173,554","35,187.3","Power-up","ELD","1480","1XKYD49X8GJ491411","12"
"08/10/2023","04:45:34","1mi N MO Bates City","1,173,554","35,187.3","On-duty, not driving","Driver","1481","1XKYD49X8GJ491411","12"
"08/10/2023","04:46:35","","","","Second certification","ELD","1482","1XKYD49X8GJ491411","12"
"08/10/2023","05:01:13","","1,173,554","35,187.3","Diagnostic logged","ELD","0A30","1XKYD49X8GJ491411","12"
"08/10/2023","05:11:03","","1,173,554","35,187.3","Diagnostic cleared","ELD","0A31","1XKYD49X8GJ491411","12"
"08/10/2023","05:13:06","1mi N MO Bates City","1,173,554","35,187.8","Driving","ELD","1483","1XKYD49X8GJ491411","12"
"08/10/2023","06:13:06","3mi SSE KS Tonganoxie","1,173,610","35,188.8","Intermediate log","ELD","1484","1XKYD49X8GJ491411","12"
"08/10/2023","07:13:09","2mi E KS Paxico","1,173,672","35,189.8","Intermediate log","ELD","1485","1XKYD49X8GJ491411","12"
"08/10/2023","08:13:06","3mi ENE KS Solomon","1,173,739","35,190.8","Intermediate log","ELD","1486","1XKYD49X8GJ491411","12"
"08/10/2023","09:13:09","2mi NNW KS Wilson","1,173,805","35,191.8","Intermediate log","ELD","1487","1XKYD49X8GJ491411","12"
"08/10/2023","10:13:06","7mi WNW KS Ellis","1,173,871","35,192.8","Intermediate log","ELD","1488","1XKYD49X8GJ491411","12"
"08/10/2023","11:13:09","2mi N KS Oakley","1,173,938","35,193.8","Intermediate log","ELD","1489","1XKYD49X8GJ491411","12"
"08/10/2023","11:33:15","1mi SSW KS Colby","1,173,958","35,194.1","Off-duty","Driver","148A","1XKYD49X8GJ491411","12"
"08/10/2023","11:36:06","","","","Third certification","ELD","148B","1XKYD49X8GJ491411","12"
"08/10/2023","11:36:34","1mi SSW KS Colby","1,173,958","35,194.2","Shut-down","ELD","148C","1XKYD49X8GJ491411","12"
"08/10/2023","12:16:34","1mi SSW KS Colby","1,173,958","35,194.2","Power-up","ELD","148D","1XKYD49X8GJ491411","12"
"08/10/2023","12:33:15","1mi SSW KS Colby","1,173,958","35,194.5","Driving","ELD","148E","1XKYD49X8GJ491411","12"
"08/10/2023","13:33:18","1mi E CO Burlington","1,174,023","35,195.5","Intermediate log","ELD","148F","1XKYD49X8GJ491411","12"
"08/10/2023","14:33:15","1mi N CO Genoa","1,174,091","35,196.5","Intermediate log","ELD","1490","1XKYD49X8GJ491411","12"
"08/10/2023","15:33:15","3mi W CO Bennett","1,174,162","35,197.5","Intermediate log","ELD","1491","1XKYD49X8GJ491411","12"
"08/10/2023","16:24:55","2mi WNW CO Denver","1,174,188","35,198.3","On-duty, not driving","ELD","1492","1XKYD49X8GJ491411","12"
"08/10/2023","16:25:42","","1,174,162","35,197.5","Diagnostic logged","ELD","0A32","1XKYD49X8GJ491411","12"
"08/10/2023","16:25:53","","1,174,162","35,197.5","Diagnostic logged","ELD","0A33","1XKYD49X8GJ491411","12"
"08/10/2023","16:35:18","","","","Fourth certification","ELD","1493","1XKYD49X8GJ491411","12"
"08/10/2023","16:41:04","","1,174,162","35,197.5","Diagnostic cleared","ELD","0A34","1XKYD49X8GJ491411","12"
"08/10/2023","16:41:29","2mi WNW CO Denver","1,174,188","35,198.6","Driving","ELD","1494","1XKYD49X8GJ491411","12"
"08/10/2023","17:13:42","4mi E CO Denver","1,174,195","35,199.2","On-duty, not driving","Driver","1495","1XKYD49X8GJ491411","12"
"08/10/2023","17:17:36","","1,174,196","35,199.2","Diagnostic cleared","ELD","0A35","1XKYD49X8GJ491411","12"
"08/10/2023","17:17:36","4mi E CO Denver","1,174,196","35,199.2","Shut-down","ELD","1496","1XKYD49X8GJ491411","12"
"08/10/2023","17:24:05","","","","Fifth certification","ELD","1497","1XKYD49X8GJ491411","12"
"08/10/2023","17:24:16","Not Available","Missing power-up event","Missing power-up event","Off-duty","Driver","1498","1XKYD49X8GJ491411","12"
"08/10/2023","17:24:26","","","","Sixth certification","ELD","1499","1XKYD49X8GJ491411","12"
"08/10/2023","18:11:36","","1,174,196","35,199.2","Diagnostic logged","ELD","04C4","1XKYD49X8GJ491411","12"
"08/10/2023","18:11:36","4mi E CO Denver","1,174,196","35,199.2","Power-up","ELD","04CE","1XKYD49X8GJ491411","12"
"08/10/2023","18:13:43","","1,174,196","35,199.3","Diagnostic cleared","ELD","04C5","1XKYD49X8GJ491411","12"
"08/10/2023","18:13:43","4mi E CO Denver","1,174,196","35,199.3","Shut-down","ELD","04CF","1XKYD49X8GJ491411","12"
"08/10/2023","18:35:48","","1,174,196","35,199.3","Diagnostic logged","ELD","04C6","1XKYD49X8GJ491411","12"
"08/10/2023","18:35:48","4mi E CO Denver","1,174,196","35,199.3","Power-up","ELD","04D0","1XKYD49X8GJ491411","12"
"08/10/2023","18:38:07","","1,174,196","35,199.3","Diagnostic cleared","ELD","04C7","1XKYD49X8GJ491411","12"
"08/10/2023","18:38:07","4mi E CO Denver","1,174,196","35,199.3","Shut-down","ELD","04D1","1XKYD49X8GJ491411","12"
"08/10/2023","18:41:02","","1,174,196","35,199.3","Diagnostic logged","ELD","04C8","1XKYD49X8GJ491411","12"
"08/10/2023","18:41:02","4mi E CO Denver","1,174,196","35,199.3","Power-up","ELD","04D2","1XKYD49X8GJ491411","12"
"08/10/2023","18:41:07","","1,174,196","35,199.3","Diagnostic cleared","ELD","04C9","1XKYD49X8GJ491411","12"
"08/10/2023","18:41:07","4mi E CO Denver","1,174,196","35,199.3","Shut-down","ELD","04D3","1XKYD49X8GJ491411","12"
"08/10/2023","19:17:12","","1,174,196","35,199.3","Diagnostic logged","ELD","04CA","1XKYD49X8GJ491411","12"
"08/10/2023","19:17:12","4mi E CO Denver","1,174,196","35,199.3","Power-up","ELD","04D4","1XKYD49X8GJ491411","12"
"08/10/2023","19:17:24","","1,174,196","35,199.3","Diagnostic cleared","ELD","04CB","1XKYD49X8GJ491411","12"
"08/10/2023","19:17:24","4mi E CO Denver","1,174,196","35,199.3","Shut-down","ELD","04D5","1XKYD49X8GJ491411","12"
"08/10/2023","19:18:52","","1,174,196","35,199.3","Diagnostic logged","ELD","04CC","1XKYD49X8GJ491411","12"
"08/10/2023","19:18:52","4mi E CO Denver","1,174,196","35,199.3","Power-up","ELD","04D6","1XKYD49X8GJ491411","12"
"08/10/2023","19:38:17","","1,174,196","35,199.6","Diagnostic cleared","ELD","04CD","1XKYD49X8GJ491411","12"
"08/10/2023","19:38:17","4mi E CO Denver","1,174,196","35,199.6","Shut-down","ELD","04D7","1XKYD49X8GJ491411","12"
"08/10/2023","20:03:46","4mi E CO Denver","1,174,196","35,199.6","Power-up","ELD","04D8","1XKYD49X8GJ491411","12"
"08/10/2023","20:03:46","","1,174,196","35,199.6","Diagnostic logged","ELD","04D9","1XKYD49X8GJ491411","12"
"08/10/2023","20:28:14","","1,174,196","35,200","Diagnostic cleared","ELD","04DA","1XKYD49X8GJ491411","12"
"08/10/2023","20:28:14","4mi E CO Denver","1,174,196","35,200","Shut-down","ELD","04DB","1XKYD49X8GJ491411","12"
"08/11/2023","06:26:29","4mi E CO Denver","1,174,196","35,200","Power-up","ELD","04DC","1XKYD49X8GJ491411","12"
"08/11/2023","06:26:29","","1,174,196","35,200","Diagnostic logged","ELD","04DD","1XKYD49X8GJ491411","12"
"08/11/2023","06:30:28","Aurora; CO (Manual)","1,174,196","35,200","On-duty, not driving","Driver","149A","1XKYD49X8GJ491411","12"
"08/11/2023","06:30:34","","1,174,196","35,200","Diagnostic cleared","ELD","04DE","1XKYD49X8GJ491411","12"
"08/11/2023","06:45:26","4mi E CO Denver","1,174,196","35,200.3","Driving","ELD","149B","1XKYD49X8GJ491411","12"
"08/11/2023","07:10:49","1mi N CO Denver","1,174,202","35,200.7","On-duty, not driving (Inactive - Changed)","ELD","149C","1XKYD49X8GJ491411","12"
"08/11/2023","07:10:49","1mi N CO Denver","1,174,202","35,200.7","Off-duty","Driver","14A2","1XKYD49X8GJ491411","12"
"08/11/2023","07:12:00","","1,174,196","35,200.4","Diagnostic logged","ELD","0A36","1XKYD49X8GJ491411","12"
"08/11/2023","07:17:01","","1,174,196","35,200.4","Diagnostic cleared","ELD","0A37","1XKYD49X8GJ491411","12"
"08/11/2023","07:17:45","1mi N CO Denver","1,174,202","35,200.9","Driving","ELD","149D","1XKYD49X8GJ491411","12"
"08/11/2023","07:22:08","1mi N CO Denver","1,174,202","35,200.9","On-duty, not driving (Inactive - Changed)","ELD","149E","1XKYD49X8GJ491411","12"
"08/11/2023","07:22:08","1mi N CO Denver","1,174,202","35,200.9","Off-duty","Driver","14A1","1XKYD49X8GJ491411","12"
"08/11/2023","07:27:01","","1,174,203","35,200.9","Diagnostic logged","ELD","0A38","1XKYD49X8GJ491411","12"
"08/11/2023","07:27:31","","1,174,203","35,200.9","Diagnostic cleared","ELD","0A39","1XKYD49X8GJ491411","12"
"08/11/2023","07:37:58","","1,174,203","35,200.9","Diagnostic logged","ELD","0A3A","1XKYD49X8GJ491411","12"
"08/11/2023","08:03:59","","1,174,203","35,200.9","Diagnostic cleared","ELD","0A3B","1XKYD49X8GJ491411","12"
"08/11/2023","09:59:20","","","","First certification","ELD","149F","1XKYD49X8GJ491411","12"
"08/11/2023","09:59:26","1mi N CO Denver","1,174,203","35,203.6","Off-duty (Inactive - Changed)","Driver","14A0","1XKYD49X8GJ491411","12"
"08/11/2023","10:05:02","1mi N CO Denver","1,174,203","35,203.6","Driving","ELD","14A3","1XKYD49X8GJ491411","12"
"08/11/2023","10:39:00","1mi E CO Bennett","1,174,228","35,204.2","On-duty, not driving","ELD","14A4","1XKYD49X8GJ491411","12"
"08/11/2023","10:45:09","1mi E CO Bennett","1,174,228","35,204.3","Driving","ELD","14A5","1XKYD49X8GJ491411","12"
"08/11/2023","10:46:31","1mi E CO Bennett","1,174,228","35,204.3","On-duty, not driving","ELD","14A9","1XKYD49X8GJ491411","12"
"08/11/2023","10:50:03","1mi E CO Bennett","1,174,229","35,204.4","Shut-down","ELD","14A6","1XKYD49X8GJ491411","12"
"08/11/2023","10:50:32","1mi E CO Bennett","1,174,229","35,204.4","Power-up","ELD","14A7","1XKYD49X8GJ491411","12"
"08/11/2023","10:51:26","1mi E CO Bennett","1,174,229","35,204.4","Shut-down","ELD","14A8","1XKYD49X8GJ491411","12"
"08/11/2023","10:52:45","1mi E CO Bennett","1,174,229","35,204.4","Power-up","ELD","14AA","1XKYD49X8GJ491411","12"
"08/11/2023","11:06:56","","1,174,229","35,204.4","Diagnostic logged","ELD","0A3C","1XKYD49X8GJ491411","12"
"08/11/2023","11:16:01","","1,174,229","35,204.4","Diagnostic cleared","ELD","0A3D","1XKYD49X8GJ491411","12"
"08/11/2023","11:16:19","1mi E CO Bennett","1,174,229","35,204.8","Driving","ELD","14AB","1XKYD49X8GJ491411","12"
"08/11/2023","11:19:11","1mi E CO Bennett","1,174,229","35,204.9","Shut-down","ELD","14AC","1XKYD49X8GJ491411","12"
"08/11/2023","11:19:32","1mi E CO Bennett","1,174,229","35,204.9","Power-up","ELD","14AD","1XKYD49X8GJ491411","12"
"08/11/2023","12:16:21","6mi SW CO Genoa","1,174,293","35,205.8","Intermediate log","ELD","14AE","1XKYD49X8GJ491411","12"
"08/11/2023","13:16:22","9mi S CO Kit Carson","1,174,357","35,206.8","Intermediate log","ELD","14AF","1XKYD49X8GJ491411","12"
"08/11/2023","13:26:20","1mi NW CO Eads","1,174,367","35,207","On-duty, not driving","ELD","14B1","1XKYD49X8GJ491411","12"
"08/11/2023","13:29:06","1mi NW CO Eads","1,174,368","35,207","Shut-down","ELD","14B0","1XKYD49X8GJ491411","12"
"08/11/2023","14:02:05","1mi NW CO Eads","1,174,368","35,207","Power-up","ELD","14B2","1XKYD49X8GJ491411","12"
"08/11/2023","14:03:39","1mi NW CO Eads","1,174,368","35,207","Driving","ELD","14B3","1XKYD49X8GJ491411","12"
"08/11/2023","15:03:41","17mi S CO Lamar","1,174,423","35,208","Intermediate log","ELD","14B4","1XKYD49X8GJ491411","12"
"08/11/2023","16:03:41","11mi SSE CO Campo","1,174,485","35,209","Intermediate log","ELD","14B5","1XKYD49X8GJ491411","12"
"08/11/2023","16:25:51","1mi E OK Boise City","1,174,503","35,209.4","On-duty, not driving","ELD","14B6","1XKYD49X8GJ491411","12"
"08/11/2023","16:28:18","","1,174,503","35,209.4","Diagnostic logged","ELD","0A3E","1XKYD49X8GJ491411","12"
"08/11/2023","16:29:56","","1,174,503","35,209.4","Diagnostic cleared","ELD","0A3F","1XKYD49X8GJ491411","12"
"08/11/2023","16:32:52","","1,174,503","35,209.4","Diagnostic logged","ELD","0A40","1XKYD49X8GJ491411","12"
"08/11/2023","16:33:33","","1,174,503","35,209.4","Diagnostic cleared","ELD","0A41","1XKYD49X8GJ491411","12"
"08/11/2023","16:33:49","","1,174,503","35,209.4","Diagnostic logged","ELD","0A42","1XKYD49X8GJ491411","12"
"08/11/2023","16:34:45","","1,174,503","35,209.4","Diagnostic cleared","ELD","0A43","1XKYD49X8GJ491411","12"
"08/11/2023","16:35:16","","1,174,503","35,209.4","Diagnostic logged","ELD","0A44","1XKYD49X8GJ491411","12"
"08/11/2023","16:40:09","","1,174,503","35,209.4","Diagnostic cleared","ELD","0A45","1XKYD49X8GJ491411","12"
"08/11/2023","16:41:01","1mi E OK Boise City","1,174,503","35,209.6","Driving","ELD","14B7","1XKYD49X8GJ491411","12"
"08/11/2023","17:36:20","1mi NW TX Cactus","1,174,560","35,210.6","On-duty, not driving","ELD","14B8","1XKYD49X8GJ491411","12"
"08/11/2023","17:38:50","","1,174,503","35,209.7","Diagnostic logged","ELD","0A46","1XKYD49X8GJ491411","12"
"08/11/2023","17:42:55","","1,174,503","35,209.7","Diagnostic cleared","ELD","0A47","1XKYD49X8GJ491411","12"
"08/11/2023","17:44:50","","1,174,503","35,209.7","Diagnostic logged","ELD","0A48","1XKYD49X8GJ491411","12"
"08/11/2023","17:45:04","","","","Second certification","ELD","14B9","1XKYD49X8GJ491411","12"
"08/11/2023","17:45:05","Not Available","1,174,560","35,210.7","Off-duty","Driver","14BA","1XKYD49X8GJ491411","12"
"08/11/2023","17:46:38","","1,174,503","35,209.7","Diagnostic cleared","ELD","0A49","1XKYD49X8GJ491411","12"
"08/11/2023","17:47:52","","1,174,503","35,209.7","Diagnostic logged","ELD","0A4A","1XKYD49X8GJ491411","12"
"08/11/2023","17:48:20","","1,174,503","35,209.7","Diagnostic cleared","ELD","0A4B","1XKYD49X8GJ491411","12"
"08/11/2023","17:50:57","","1,174,503","35,209.7","Diagnostic logged","ELD","0A4C","1XKYD49X8GJ491411","12"
"08/11/2023","17:51:09","","1,174,503","35,209.7","Diagnostic logged","ELD","0A4D","1XKYD49X8GJ491411","12"
"08/11/2023","17:52:51","","1,174,503","35,209.7","Diagnostic cleared","ELD","0A4E","1XKYD49X8GJ491411","12"
"08/11/2023","17:53:36","1mi NW TX Cactus","1,174,560","35,210.9","Driving","ELD","14BB","1XKYD49X8GJ491411","12"
"08/11/2023","17:58:45","1mi NW TX Cactus","1,174,560","35,210.9","On-duty, not driving","ELD","14BE","1XKYD49X8GJ491411","12"
"08/11/2023","18:01:56","","1,174,560","35,211","Diagnostic cleared","ELD","0A4F","1XKYD49X8GJ491411","12"
