"Date","Time","Location","Odometer","Eng Hours","Event Type/Status","Origin","Sequence #","VIN","Power Unit"
"08/11/2023","18:01:56","1mi NW TX Cactus","1,174,560","35,211","Shut-down","ELD","14BC","1XKYD49X8GJ491411","12"
"08/11/2023","18:02:25","1mi NW TX Cactus","1,174,560","35,211","Power-up","ELD","14BD","1XKYD49X8GJ491411","12"
"08/11/2023","18:06:21","1mi NW TX Cactus","1,174,560","35,211.1","On-duty, not driving (Unidentified)","ELD","14BF","1XKYD49X8GJ491411","12"
"08/11/2023","18:07:49","1mi NW TX Cactus","1,174,560","35,211.1","Driving","ELD","14C0","1XKYD49X8GJ491411","12"
"08/11/2023","18:09:48","1mi NW TX Cactus","1,174,560","35,211.1","On-duty, not driving","ELD","14C1","1XKYD49X8GJ491411","12"
"08/11/2023","18:16:19","","1,174,561","35,211.2","Diagnostic logged","ELD","0A50","1XKYD49X8GJ491411","12"
"08/11/2023","18:16:32","","1,174,561","35,211.2","Diagnostic logged","ELD","0A52","1XKYD49X8GJ491411","12"
"08/11/2023","18:16:45","","1,174,561","35,211.2","Diagnostic logged","ELD","0A51","1XKYD49X8GJ491411","12"
"08/11/2023","18:18:01","","1,174,561","35,211.2","Diagnostic cleared","ELD","0A53","1XKYD49X8GJ491411","12"
"08/11/2023","18:18:12","1mi NW TX Cactus","1,174,560","35,211.3","Driving","ELD","14C2","1XKYD49X8GJ491411","12"
"08/11/2023","18:18:28","1mi NW TX Cactus","1,174,560","35,211.3","On-duty, not driving","ELD","14C3","1XKYD49X8GJ491411","12"
"08/11/2023","18:20:31","","1,174,561","35,211.3","Diagnostic cleared","ELD","0A54","1XKYD49X8GJ491411","12"
"08/11/2023","18:24:36","","1,174,561","35,211.3","Diagnostic cleared","ELD","0A55","1XKYD49X8GJ491411","12"
"08/11/2023","18:28:00","1mi NW TX Cactus","1,174,560","35,211.4","Driving","ELD","14C4","1XKYD49X8GJ491411","12"
"08/11/2023","18:29:48","1mi NW TX Cactus","1,174,560","35,211.5","On-duty, not driving","ELD","14C5","1XKYD49X8GJ491411","12"
"08/11/2023","18:30:03","","1,174,561","35,211.5","Diagnostic logged","ELD","0A57","1XKYD49X8GJ491411","12"
"08/11/2023","18:30:17","","1,174,561","35,211.5","Diagnostic logged","ELD","0A56","1XKYD49X8GJ491411","12"
"08/11/2023","18:41:53","","1,174,561","35,211.5","Diagnostic cleared","ELD","0A58","1XKYD49X8GJ491411","12"
"08/11/2023","18:42:39","1mi NW TX Cactus","1,174,560","35,211.7","Driving","ELD","14C6","1XKYD49X8GJ491411","12"
"08/11/2023","18:58:26","1mi NNW TX Dumas","1,174,573","35,211.9","On-duty, not driving","ELD","14C7","1XKYD49X8GJ491411","12"
"08/11/2023","19:09:17","1mi NNW TX Dumas","1,174,573","35,212.1","Off-duty","Driver","14C8","1XKYD49X8GJ491411","12"
"08/11/2023","19:11:43","","1,174,573","35,212.2","Diagnostic cleared","ELD","0A59","1XKYD49X8GJ491411","12"
"08/11/2023","19:11:43","1mi NNW TX Dumas","1,174,573","35,212.2","Shut-down","ELD","14C9","1XKYD49X8GJ491411","12"
"08/12/2023","01:37:15","","","","Third certification","ELD","14CA","1XKYD49X8GJ491411","12"
"08/12/2023","01:37:27","","","","First certification","ELD","14CB","1XKYD49X8GJ491411","12"
"08/12/2023","01:39:07","","","","Fifth certification","ELD","14CD","1XKYD49X8GJ491411","12"
"08/12/2023","01:45:09","","","","Sixth certification","ELD","14CE","1XKYD49X8GJ491411","12"
"08/12/2023","01:45:57","","","","Seventh certification","ELD","14CF","1XKYD49X8GJ491411","12"
"08/12/2023","04:42:31","1mi NNW TX Dumas","1,174,573","35,212.2","Power-up","ELD","14D0","1XKYD49X8GJ491411","12"
"08/12/2023","04:47:17","","1,174,573","35,212.2","Diagnostic logged","ELD","0A5B","1XKYD49X8GJ491411","12"
"08/12/2023","04:47:30","","1,174,573","35,212.2","Diagnostic logged","ELD","0A5A","1XKYD49X8GJ491411","12"
"08/12/2023","04:50:36","","1,174,573","35,212.2","Diagnostic cleared","ELD","0A5C","1XKYD49X8GJ491411","12"
"08/12/2023","05:20:37","Dumas; TX (Manual)","1,174,573","35,212.8","On-duty, not driving","Driver","14D1","1XKYD49X8GJ491411","12"
"08/12/2023","05:25:13","","1,174,573","35,212.2","Diagnostic cleared","ELD","0A5D","1XKYD49X8GJ491411","12"
"08/12/2023","05:26:09","1mi NNW TX Dumas","1,174,573","35,212.9","Driving","ELD","14D2","1XKYD49X8GJ491411","12"
"08/12/2023","05:28:01","","1,174,574","35,212.9","Diagnostic logged","ELD","0A5E","1XKYD49X8GJ491411","12"
"08/12/2023","05:28:08","","1,174,574","35,212.9","Diagnostic cleared","ELD","0A5F","1XKYD49X8GJ491411","12"
"08/12/2023","05:28:46","","1,174,574","35,212.9","Diagnostic logged","ELD","0A60","1XKYD49X8GJ491411","12"
"08/12/2023","05:29:13","","1,174,574","35,212.9","Diagnostic cleared","ELD","0A61","1XKYD49X8GJ491411","12"
"08/12/2023","05:31:48","1mi NNW TX Dumas","1,174,573","35,213","On-duty, not driving","ELD","14D3","1XKYD49X8GJ491411","12"
"08/12/2023","05:36:25","","1,174,574","35,213","Diagnostic logged","ELD","0A62","1XKYD49X8GJ491411","12"
"08/12/2023","05:36:54","","1,174,574","35,213","Diagnostic cleared","ELD","0A63","1XKYD49X8GJ491411","12"
"08/12/2023","05:39:55","1mi NNW TX Dumas","1,174,573","35,213.1","Driving","ELD","14D4","1XKYD49X8GJ491411","12"
"08/12/2023","06:39:55","3mi NW TX Skellytown","1,174,628","35,214.2","Intermediate log","ELD","14D5","1XKYD49X8GJ491411","12"
"08/12/2023","07:39:55","4mi WNW TX Wheeler","1,174,683","35,215.2","Intermediate log","ELD","14D6","1XKYD49X8GJ491411","12"
"08/12/2023","08:39:56","1mi W OK Elk City","1,174,737","35,216.2","Intermediate log","ELD","14D7","1XKYD49X8GJ491411","12"
"08/12/2023","09:39:59","1mi ESE OK Bridgeport","1,174,801","35,217.2","Intermediate log","ELD","14D8","1XKYD49X8GJ491411","12"
"08/12/2023","09:45:52","1mi ESE OK Bridgeport","1,174,801","35,217.3","On-duty, not driving","ELD","14D9","1XKYD49X8GJ491411","12"
"08/12/2023","09:46:25","","1,174,802","35,217.2","Diagnostic logged","ELD","0A65","1XKYD49X8GJ491411","12"
"08/12/2023","09:46:39","","1,174,802","35,217.2","Diagnostic logged","ELD","0A64","1XKYD49X8GJ491411","12"
"08/12/2023","10:04:03","","1,174,802","35,217.2","Diagnostic cleared","ELD","0A66","1XKYD49X8GJ491411","12"
"08/12/2023","10:05:08","","1,174,802","35,217.2","Diagnostic cleared","ELD","0A67","1XKYD49X8GJ491411","12"
"08/12/2023","10:05:44","1mi ESE OK Bridgeport","1,174,801","35,217.6","Driving","ELD","14DA","1XKYD49X8GJ491411","12"
"08/12/2023","10:09:46","","1,174,802","35,217.6","Diagnostic logged","ELD","0A68","1XKYD49X8GJ491411","12"
"08/12/2023","10:14:25","","1,174,802","35,217.6","Diagnostic cleared","ELD","0A69","1XKYD49X8GJ491411","12"
"08/12/2023","10:15:22","","1,174,802","35,217.6","Diagnostic logged","ELD","0A6A","1XKYD49X8GJ491411","12"
"08/12/2023","10:16:21","","1,174,802","35,217.6","Diagnostic cleared","ELD","0A6B","1XKYD49X8GJ491411","12"
"08/12/2023","10:22:38","1mi ESE OK Bridgeport","1,174,802","35,217.9","On-duty, not driving","ELD","14DB","1XKYD49X8GJ491411","12"
"08/12/2023","10:24:57","","1,174,803","35,217.9","Diagnostic logged","ELD","0A6C","1XKYD49X8GJ491411","12"
"08/12/2023","10:35:08","","1,174,803","35,217.9","Diagnostic cleared","ELD","0A6D","1XKYD49X8GJ491411","12"
"08/12/2023","10:36:06","","1,174,803","35,217.9","Diagnostic logged","ELD","0A6E","1XKYD49X8GJ491411","12"
"08/12/2023","10:36:12","","1,174,803","35,217.9","Diagnostic cleared","ELD","0A6F","1XKYD49X8GJ491411","12"
"08/12/2023","10:37:11","1mi ESE OK Bridgeport","1,174,802","35,218.1","Driving","ELD","14DC","1XKYD49X8GJ491411","12"
"08/12/2023","10:38:16","","1,174,803","35,218.1","Diagnostic logged","ELD","0A70","1XKYD49X8GJ491411","12"
"08/12/2023","10:38:31","","1,174,803","35,218.1","Diagnostic cleared","ELD","0A71","1XKYD49X8GJ491411","12"
"08/12/2023","10:42:56","1mi ESE OK Bridgeport","1,174,802","35,218.2","On-duty, not driving","ELD","14DD","1XKYD49X8GJ491411","12"
"08/12/2023","10:44:08","","1,174,803","35,218.2","Diagnostic logged","ELD","0A72","1XKYD49X8GJ491411","12"
"08/12/2023","10:45:12","","1,174,803","35,218.2","Diagnostic cleared","ELD","0A73","1XKYD49X8GJ491411","12"
"08/12/2023","10:45:38","","1,174,803","35,218.2","Diagnostic logged","ELD","0A74","1XKYD49X8GJ491411","12"
"08/12/2023","10:49:45","","1,174,803","35,218.2","Diagnostic cleared","ELD","0A75","1XKYD49X8GJ491411","12"
"08/12/2023","10:53:53","1mi ESE OK Bridgeport","1,174,802","35,218.4","Driving","ELD","14DE","1XKYD49X8GJ491411","12"
"08/12/2023","11:49:01","4mi SE OK El Reno","1,174,833","35,219.3","Off-duty","Driver","14DF","1XKYD49X8GJ491411","12"
"08/12/2023","11:53:25","","","","Second certification","ELD","14E0","1XKYD49X8GJ491411","12"
"08/12/2023","11:54:04","4mi SE OK El Reno","1,174,834","35,219.4","Shut-down","ELD","14E1","1XKYD49X8GJ491411","12"
"08/12/2023","12:24:51","","","","Third certification","ELD","14E2","1XKYD49X8GJ491411","12"
"08/12/2023","12:28:56","4mi SE OK El Reno","1,174,834","35,219.4","Power-up","ELD","14E3","1XKYD49X8GJ491411","12"
"08/12/2023","12:34:30","","1,174,834","35,219.4","Diagnostic logged","ELD","0A77","1XKYD49X8GJ491411","12"
"08/12/2023","12:34:43","","1,174,834","35,219.4","Diagnostic logged","ELD","0A76","1XKYD49X8GJ491411","12"
"08/12/2023","12:38:36","","1,174,834","35,219.4","Diagnostic cleared","ELD","0A78","1XKYD49X8GJ491411","12"
"08/12/2023","12:39:38","4mi SE OK El Reno","1,174,834","35,219.6","Driving","ELD","14E4","1XKYD49X8GJ491411","12"
"08/12/2023","13:39:40","3mi WSW OK Johnson","1,174,895","35,220.6","Intermediate log","ELD","14E5","1XKYD49X8GJ491411","12"
"08/12/2023","14:39:38","4mi S OK Hitchita","1,174,961","35,221.6","Intermediate log","ELD","14E6","1XKYD49X8GJ491411","12"
"08/12/2023","15:39:38","1mi SW OK Muldrow","1,175,029","35,222.6","Intermediate log","ELD","14E7","1XKYD49X8GJ491411","12"
"08/12/2023","16:39:40","3mi WNW AR Clarksville","1,175,094","35,223.6","Intermediate log","ELD","14E8","1XKYD49X8GJ491411","12"
"08/12/2023","16:47:08","1mi N AR Clarksville","1,175,097","35,223.7","On-duty, not driving","Driver","14E9","1XKYD49X8GJ491411","12"
"08/12/2023","16:52:43","","1,175,097","35,223.8","Diagnostic cleared","ELD","0A79","1XKYD49X8GJ491411","12"
"08/12/2023","16:52:43","1mi N AR Clarksville","1,175,097","35,223.8","Shut-down","ELD","14EA","1XKYD49X8GJ491411","12"
"08/12/2023","16:54:27","","","","Fourth certification","ELD","14EB","1XKYD49X8GJ491411","12"
"08/12/2023","16:54:32","Not Available","Missing power-up event","Missing power-up event","Off-duty","Driver","14EC","1XKYD49X8GJ491411","12"
"08/13/2023","04:43:32","1mi N AR Clarksville","1,175,097","35,223.8","Power-up","ELD","14ED","1XKYD49X8GJ491411","12"
"08/13/2023","04:50:36","","","","Fifth certification","ELD","14EE","1XKYD49X8GJ491411","12"
"08/13/2023","04:50:46","1mi N AR Clarksville","1,175,097","35,223.9","On-duty, not driving","Driver","14EF","1XKYD49X8GJ491411","12"
"08/13/2023","05:06:48","","1,175,097","35,223.8","Diagnostic logged","ELD","0A7A","1XKYD49X8GJ491411","12"
"08/13/2023","05:16:56","","1,175,097","35,223.8","Diagnostic cleared","ELD","0A7B","1XKYD49X8GJ491411","12"
"08/13/2023","05:17:55","","","","First certification","ELD","14F0","1XKYD49X8GJ491411","12"
"08/13/2023","05:18:34","","","","Second certification","ELD","14F1","1XKYD49X8GJ491411","12"
"08/13/2023","05:20:45","1mi N AR Clarksville","1,175,097","35,224.4","Driving","ELD","14F2","1XKYD49X8GJ491411","12"
"08/13/2023","06:20:47","4mi NNW AR Conway","1,175,163","35,225.4","Intermediate log","ELD","14F3","1XKYD49X8GJ491411","12"
"08/13/2023","07:20:47","4mi NW AR Hazen","1,175,233","35,226.4","Intermediate log","ELD","14F4","1XKYD49X8GJ491411","12"
"08/13/2023","08:20:48","5mi WSW AR Jennette","1,175,301","35,227.4","Intermediate log","ELD","14F5","1XKYD49X8GJ491411","12"
"08/13/2023","08:58:27","2mi SSE TN Memphis","1,175,338","35,228","On-duty, not driving (Inactive - Changed)","ELD","14F6","1XKYD49X8GJ491411","12"
"08/13/2023","08:58:27","2mi SSE TN Memphis","1,175,338","35,228","Off-duty","Driver","1503","1XKYD49X8GJ491411","12"
"08/13/2023","09:00:33","","1,175,339","35,228","Diagnostic logged","ELD","0A7C","1XKYD49X8GJ491411","12"
"08/13/2023","09:00:42","","1,175,339","35,228","Diagnostic cleared","ELD","0A7D","1XKYD49X8GJ491411","12"
"08/13/2023","09:01:56","","1,175,339","35,228","Diagnostic logged","ELD","0A7E","1XKYD49X8GJ491411","12"
"08/13/2023","09:07:10","","1,175,339","35,228","Diagnostic cleared","ELD","0A7F","1XKYD49X8GJ491411","12"
"08/13/2023","09:09:03","2mi SSE TN Memphis","1,175,338","35,228.2","Driving","ELD","14F7","1XKYD49X8GJ491411","12"
"08/13/2023","10:09:05","2mi SE MS Hickory Flat","1,175,397","35,229.2","Intermediate log","ELD","14F8","1XKYD49X8GJ491411","12"
"08/13/2023","11:09:05","3mi ESE MS Tremont","1,175,464","35,230.2","Intermediate log","ELD","14F9","1XKYD49X8GJ491411","12"
"08/13/2023","12:09:05","4mi NW AL Cordova","1,175,530","35,231.2","Intermediate log","ELD","14FA","1XKYD49X8GJ491411","12"
"08/13/2023","12:11:31","4mi NW AL Cordova","1,175,531","35,231.3","Off-duty","Driver","14FB","1XKYD49X8GJ491411","12"
"08/13/2023","12:11:31","4mi NW AL Cordova","1,175,531","35,231.3","Off-duty (Inactive - Changed)","Driver","14FB","1XKYD49X8GJ491411","12"
"08/13/2023","12:17:38","","","","Third certification","ELD","14FC","1XKYD49X8GJ491411","12"
"08/13/2023","12:21:19","4mi NW AL Cordova","1,175,532","35,231.4","Shut-down","ELD","14FD","1XKYD49X8GJ491411","12"
"08/13/2023","12:25:24","","","","Fourth certification","ELD","14FE","1XKYD49X8GJ491411","12"
"08/13/2023","12:26:21","","","","Eighth certification","ELD","14FF","1XKYD49X8GJ491411","12"
"08/13/2023","12:27:43","","","","Ninth certification","ELD","1500","1XKYD49X8GJ491411","12"
"08/13/2023","12:29:15","","","","Ninth certification","ELD","1502","1XKYD49X8GJ491411","12"
"08/13/2023","13:32:32","","","","Fifth certification","ELD","1504","1XKYD49X8GJ491411","12"
"08/13/2023","23:32:39","4mi NW AL Cordova","1,175,532","35,231.4","Power-up","ELD","1505","1XKYD49X8GJ491411","12"
"08/13/2023","23:34:42","","1,175,532","35,231.4","Diagnostic logged","ELD","0A81","1XKYD49X8GJ491411","12"
"08/13/2023","23:34:48","","1,175,532","35,231.4","Diagnostic logged","ELD","0A80","1XKYD49X8GJ491411","12"
"08/13/2023","23:39:49","","1,175,532","35,231.4","Diagnostic cleared","ELD","0A82","1XKYD49X8GJ491411","12"
"08/13/2023","23:41:28","4mi NW AL Cordova","1,175,532","35,231.5","Driving","ELD","1506","1XKYD49X8GJ491411","12"
"08/13/2023","23:43:49","4mi NW AL Cordova","1,175,532","35,231.6","On-duty, not driving","Driver","1507","1XKYD49X8GJ491411","12"
"08/13/2023","23:56:07","","1,175,532","35,231.6","Diagnostic cleared","ELD","0A83","1XKYD49X8GJ491411","12"
"08/13/2023","23:57:05","","","","Sixth certification","ELD","1508","1XKYD49X8GJ491411","12"
"08/13/2023","23:57:40","","","","Seventh certification","ELD","1509","1XKYD49X8GJ491411","12"
"08/13/2023","23:59:02","4mi NW AL Cordova","1,175,532","35,231.8","Driving","ELD","150A","1XKYD49X8GJ491411","12"
"08/14/2023","00:59:05","3mi ESE AL Moody","1,175,592","35,232.8","Intermediate log","ELD","150B","1XKYD49X8GJ491411","12"
"08/14/2023","01:59:05","5mi SW GA Tallapoosa","1,175,658","35,233.8","Intermediate log","ELD","150C","1XKYD49X8GJ491411","12"
"08/14/2023","02:59:05","3mi NNE GA Vinings","1,175,720","35,234.8","Intermediate log","ELD","150D","1XKYD49X8GJ491411","12"
"08/14/2023","03:23:13","1mi S GA Norcross","1,175,737","35,235.2","On-duty, not driving","Driver","150E","1XKYD49X8GJ491411","12"
"08/14/2023","03:23:13","1mi S GA Norcross","1,175,737","35,235.2","On-duty, not driving (Inactive - Changed)","ELD","150E","1XKYD49X8GJ491411","12"
"08/14/2023","03:30:47","","","","Eighth certification","ELD","150F","1XKYD49X8GJ491411","12"
"08/14/2023","03:31:00","","","","First certification","ELD","1510","1XKYD49X8GJ491411","12"
"08/14/2023","03:34:11","1mi S GA Norcross","1,175,737","35,235.4","Shut-down","ELD","1511","1XKYD49X8GJ491411","12"
"08/14/2023","03:41:16","1mi S GA Norcross","Missing power-up event","Missing power-up event","Off-duty","Driver","1512","1XKYD49X8GJ491411","12"
"08/14/2023","05:05:49","1mi S GA Norcross","1,175,737","35,235.4","Power-up","ELD","1513","1XKYD49X8GJ491411","12"
"08/14/2023","05:14:30","1mi S GA Norcross","1,175,737","35,235.5","Driving","ELD","1514","1XKYD49X8GJ491411","12"
"08/14/2023","05:14:34","1mi S GA Norcross","1,175,737","35,235.5","On-duty, not driving","ELD","1515","1XKYD49X8GJ491411","12"
"08/14/2023","05:35:39","1mi S GA Norcross","1,175,737","35,235.9","Off-duty","Driver","1516","1XKYD49X8GJ491411","12"
"08/14/2023","05:35:39","1mi S GA Norcross","1,175,737","35,235.9","Off-duty (Inactive - Changed)","Driver","1516","1XKYD49X8GJ491411","12"
"08/14/2023","06:30:59","2mi S GA Norcross","1,175,737","35,236.8","PC","Driver","1517","1XKYD49X8GJ491411","12"
"08/14/2023","06:30:59","1mi S GA Norcross","1,175,737","35,236.8","Off-duty","ELD","1518","1XKYD49X8GJ491411","12"
"08/14/2023","06:43:21","2mi S GA Norcross","1,175,740","35,237","PC/YM Cleared","Driver","1519","1XKYD49X8GJ491411","12"
"08/14/2023","06:43:21","1mi E GA Doraville","1,175,740","35,237","Off-duty","ELD","151A","1XKYD49X8GJ491411","12"
"08/14/2023","06:57:08","2mi S GA Norcross","1,175,740","35,237.3","PC","Driver","151B","1XKYD49X8GJ491411","12"
"08/14/2023","06:57:08","1mi E GA Doraville","1,175,740","35,237.3","Off-duty","ELD","151C","1XKYD49X8GJ491411","12"
"08/14/2023","07:41:09","4mi ESE GA Mableton","1,175,762","35,238","PC/YM Cleared","Driver","151D","1XKYD49X8GJ491411","12"
"08/14/2023","07:41:09","4mi ESE GA Mableton","1,175,762","35,238","Off-duty (Inactive - Changed)","ELD","151E","1XKYD49X8GJ491411","12"
"08/14/2023","07:41:09","4mi ESE GA Mableton","1,175,762","35,238","Off-duty","Driver","151F","1XKYD49X8GJ491411","12"
"08/14/2023","07:50:44","","1,175,763","35,238","Diagnostic logged","ELD","0A84","1XKYD49X8GJ491411","12"
"08/14/2023","07:53:23","","1,175,763","35,238","Diagnostic cleared","ELD","0A85","1XKYD49X8GJ491411","12"
"08/14/2023","08:02:31","4mi ESE GA Mableton","1,175,763","35,238.4","Shut-down","ELD","1520","1XKYD49X8GJ491411","12"
"08/14/2023","14:26:36","","","","Second certification","ELD","1521","1XKYD49X8GJ491411","12"
"08/15/2023","06:16:14","4mi ESE GA Mableton","1,175,763","35,238.4","Power-up","ELD","1522","1XKYD49X8GJ491411","12"
"08/15/2023","06:19:21","","1,175,763","35,238.4","Diagnostic logged","ELD","0A86","1XKYD49X8GJ491411","12"
"08/15/2023","06:19:52","","1,175,763","35,238.4","Diagnostic cleared","ELD","0A87","1XKYD49X8GJ491411","12"
"08/15/2023","06:21:19","","1,175,763","35,238.4","Diagnostic logged","ELD","0A88","1XKYD49X8GJ491411","12"
"08/15/2023","06:21:54","","1,175,763","35,238.4","Diagnostic cleared","ELD","0A89","1XKYD49X8GJ491411","12"
"08/15/2023","06:23:58","","","","First certification","ELD","1523","1XKYD49X8GJ491411","12"
"08/15/2023","06:24:15","4mi ESE GA Mableton","1,175,763","35,238.5","On-duty, not driving","Driver","1524","1XKYD49X8GJ491411","12"
"08/15/2023","06:24:44","","","","Second certification","ELD","1525","1XKYD49X8GJ491411","12"
"08/15/2023","06:38:25","4mi ESE GA Mableton","1,175,763","35,238.8","Driving","ELD","1526","1XKYD49X8GJ491411","12"
"08/15/2023","06:53:51","4mi SSE GA Mableton","1,175,766","35,239","On-duty, not driving","ELD","1527","1XKYD49X8GJ491411","12"
"08/15/2023","06:56:29","","1,175,763","35,238.4","Diagnostic logged","ELD","0A8A","1XKYD49X8GJ491411","12"
"08/15/2023","06:56:40","","1,175,763","35,238.4","Diagnostic logged","ELD","0A8B","1XKYD49X8GJ491411","12"
"08/15/2023","07:02:55","","1,175,763","35,238.4","Diagnostic cleared","ELD","0A8C","1XKYD49X8GJ491411","12"
"08/15/2023","07:05:38","4mi SSE GA Mableton","1,175,766","35,239.2","Driving","ELD","1528","1XKYD49X8GJ491411","12"
"08/15/2023","07:05:55","4mi SSE GA Mableton","1,175,766","35,239.2","On-duty, not driving","ELD","1529","1XKYD49X8GJ491411","12"
"08/15/2023","07:07:01","","1,175,767","35,239.2","Diagnostic cleared","ELD","0A8D","1XKYD49X8GJ491411","12"
"08/15/2023","07:21:57","","1,175,767","35,239.2","Diagnostic logged","ELD","0A8E","1XKYD49X8GJ491411","12"
"08/15/2023","07:22:27","","1,175,767","35,239.2","Diagnostic cleared","ELD","0A8F","1XKYD49X8GJ491411","12"
